session	phase	dec_in_phase	group_nb	group_id	session_ind	ind_id	ind_partner	first_offer	ind_ind	ind_g	group_dec	ind_ind_norm	ind_g_norm	group_dec_norm	absdiff_group_ind	ind_g_is_1st	ind_g_is_2nd	ind_g_is_3rd	ind_g_is_4th	ind_g_is_5th	pr_ind_g_norm	pr_group_dec_norm	pr_diff_group_ind	pr_i_was_1st	pr_i_was_2nd	pr_i_was_3rd	pr_i_was_4th	pr_i_was_5th	pr_i_was_1st_x_pr_diff_group_ind	pr_i_was_2nd_x_pr_diff_group_ind	pr_i_was_3rd_x_pr_diff_group_ind	pr_i_was_4th_x_pr_diff_group_ind	pr_i_was_5th_x_pr_diff_group_ind
2	2	2	1	221	8	208	4	6		3	0		-3	-6	3	0	0	0	0	1	-1	-2	-1	0	0	0	1	0	0	0	0	-1	0
2	2	2	1	221	12	212	4	6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0	-2	-2	0	1	1	1	0	0	0	0	0	0	0
2	2	2	1	221	16	216	4	6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0	-2	-2	0	1	1	1	0	0	0	0	0	0	0
2	2	2	1	221	20	220	4	6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0	0	-2	-2	0	0	0	0	1	0	0	0	0	-2
2	2	2	2	222	1	201	5	10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	-7	-7	0	1	1	1	0	0	0	0	0	0	0
2	2	2	2	222	5	205	5	10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	-4	-7	-3	0	0	0	1	0	0	0	0	-3	0
2	2	2	2	222	9	209	5	10		1	0		-9	-10	1	0	0	0	1	0	-7	-7	0	1	1	1	0	0	0	0	0	0	0
2	2	2	2	222	13	213	5	10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	-7	-7	0	1	1	1	0	0	0	0	0	0	0
2	2	2	2	222	17	217	5	10		8	0		-2	-10	8	0	0	0	0	1	-1	-7	-6	0	0	0	0	1	0	0	0	0	-6
2	2	2	3	223	2	202	6	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	0	1	1	1	0	0	0	0	0
2	2	2	3	223	6	206	6	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	0	1	1	1	0	0	0	0	0
2	2	2	3	223	10	210	6	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	-5	0	5	1	0	0	0	0	5	0	0	0	0
2	2	2	3	223	14	214	6	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	0	1	1	1	0	0	0	0	0
2	2	2	3	223	18	218	6	10		8	10		-2	0	2	1	0	0	0	0	-2	0	2	0	1	0	0	0	0	2	0	0	0
2	2	2	4	224	3	203	1	5		1	4		-4	-1	3	1	0	0	0	0	-9	-1	8	1	0	0	0	0	8	0	0	0	0
2	2	2	4	224	7	207	1	5		3	4		-2	-1	1	0	1	0	0	0	-2	-1	1	0	1	0	0	0	0	1	0	0	0
2	2	2	4	224	11	211	1	5		5	4		0	-1	1	0	0	0	0.5	0.5	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
2	2	2	4	224	15	215	1	5		5	4		0	-1	1	0	0	0	0.5	0.5	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
2	2	2	4	224	19	219	1	5		4	4		-1	-1	0	0	0	1	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0
2	3	1	1	231	2	202	5	10		10	0		0	-10	10	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0
2	3	1	1	231	4	204	5	10		1	0		-9	-10	1	0	0	0	1	0	-5	-6	-1	0	0	0	1	0	0	0	0	-1	0
2	3	1	1	231	11	211	5	10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
2	3	1	1	231	13	213	5	10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
2	3	1	1	231	15	215	5	10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
2	3	1	2	232	7	207	6	10		0	0		-10	-10	0	0.25	0.25	0.25	0.25	0	-2	-1	1	0	1	0	0	0	0	1	0	0	0
2	3	1	2	232	9	209	6	10		0	0		-10	-10	0	0.25	0.25	0.25	0.25	0	-9	-10	-1	0	0	0	1	0	0	0	0	-1	0
2	3	1	2	232	16	216	6	10		0	0		-10	-10	0	0.25	0.25	0.25	0.25	0	-6	-6	0	1	1	1	0	0	0	0	0	0	0
2	3	1	2	232	18	218	6	10		8	0		-2	-10	8	0	0	0	0	1	-2	0	2	1	0	0	0	0	2	0	0	0	0
2	3	1	2	232	20	220	6	10		0	0		-10	-10	0	0.25	0.25	0.25	0.25	0	-6	-6	0	1	1	1	0	0	0	0	0	0	0
2	3	1	3	233	1	201	1	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
2	3	1	3	233	3	203	1	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-4	-1	3	1	0	0	0	0	3	0	0	0	0
2	3	1	3	233	5	205	1	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
2	3	1	3	233	12	212	1	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-6	-6	0	1	1	1	0	0	0	0	0	0	0
2	3	1	3	233	14	214	1	5		5	0		0	-5	5	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0
2	3	1	4	234	6	206	2	5		4	3		-1	-2	1	0	0	0	0.5	0.5	0	0	0	0	1	1	1	1	0	0	0	0	0
2	3	1	4	234	8	208	2	5		3	3		-2	-2	0	0.3333333	0.3333333	0.3333333	0	0	-3	-6	-3	0	0	0	0	1	0	0	0	0	-3
2	3	1	4	234	10	210	2	5		3	3		-2	-2	0	0.3333333	0.3333333	0.3333333	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
2	3	1	4	234	17	217	2	5		3	3		-2	-2	0	0.3333333	0.3333333	0.3333333	0	0	-2	-10	-8	0	0	0	0	1	0	0	0	0	-8
2	3	1	4	234	19	219	2	5		4	3		-1	-2	1	0	0	0	0.5	0.5	-1	-1	0	0	0	1	0	0	0	0	0	0	0
2	3	2	1	231	2	202	6	10		10	2		0	-8	8	0	0	0	0	1	0	-10	-10	0	0	0	0	1	0	0	0	0	-10
2	3	2	1	231	4	204	6	10		4	2		-6	-8	2	0	0	0	1	0	-9	-10	-1	0	0	0	1	0	0	0	0	-1	0
2	3	2	1	231	11	211	6	10		0	2		-10	-8	2	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
2	3	2	1	231	13	213	6	10		0	2		-10	-8	2	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
2	3	2	1	231	15	215	6	10		0	2		-10	-8	2	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
2	3	2	2	232	7	207	1	5		2	0		-3	-5	2	0	0	0	0.5	0.5	-10	-10	0	1	1	1	1	0	0	0	0	0	0
2	3	2	2	232	9	209	1	5		0	0		-5	-5	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	1	0	0	0	0	0	0
2	3	2	2	232	16	216	1	5		0	0		-5	-5	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	1	0	0	0	0	0	0
2	3	2	2	232	18	218	1	5		2	0		-3	-5	2	0	0	0	0.5	0.5	-2	-10	-8	0	0	0	0	1	0	0	0	0	-8
2	3	2	2	232	20	220	1	5		0	0		-5	-5	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	1	0	0	0	0	0	0
2	3	2	3	233	1	201	2	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-5	-5	0	1	1	1	1	0	0	0	0	0	0
2	3	2	3	233	3	203	2	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-5	-5	0	1	1	1	1	0	0	0	0	0	0
2	3	2	3	233	5	205	2	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-5	-5	0	1	1	1	1	0	0	0	0	0	0
2	3	2	3	233	12	212	2	5		0	0		-5	-5	0	0.25	0.25	0.25	0.25	0	-5	-5	0	1	1	1	1	0	0	0	0	0	0
2	3	2	3	233	14	214	2	5		5	0		0	-5	5	0	0	0	0	1	0	-5	-5	0	0	0	0	1	0	0	0	0	-5
2	3	2	4	234	6	206	3	3		3	2		0	-1	1	0	0	0	0	1	-1	-2	-1	0	0	0	1	1	0	0	0	-1	-1
2	3	2	4	234	8	208	3	3		0	2		-3	-1	2	1	0	0	0	0	-2	-2	0	1	1	1	0	0	0	0	0	0	0
2	3	2	4	234	10	210	3	3		1	2		-2	-1	1	0	1	0	0	0	-2	-2	0	1	1	1	0	0	0	0	0	0	0
2	3	2	4	234	17	217	3	3		2	2		-1	-1	0	0	0	0.5	0.5	0	-2	-2	0	1	1	1	0	0	0	0	0	0	0
2	3	2	4	234	19	219	3	3		2	2		-1	-1	0	0	0	0.5	0.5	0	-1	-2	-1	0	0	0	1	1	0	0	0	-1	-1
3	1	1	1	311	1	301	1	6		3	0		-3	-6	3	0	0	0	1	0				1	1	1	1	1					
3	1	1	1	311	2	302	1	6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0				1	1	1	1	1					
3	1	1	1	311	3	303	1	6		5	0		-1	-6	5	0	0	0	0	1				1	1	1	1	1					
3	1	1	1	311	4	304	1	6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0				1	1	1	1	1					
3	1	1	1	311	5	305	1	6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0				1	1	1	1	1					
3	1	1	2	312	6	306	2	10		10	10		0	0	0	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
3	1	1	2	312	7	307	2	10		7	10		-3	0	3	0.5	0.5	0	0	0				1	1	1	1	1					
3	1	1	2	312	8	308	2	10		7	10		-3	0	3	0.5	0.5	0	0	0				1	1	1	1	1					
3	1	1	2	312	9	309	2	10		10	10		0	0	0	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
3	1	1	2	312	10	310	2	10		10	10		0	0	0	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
3	1	1	3	313	11	311	3	8		7	0		-1	-8	7	0	0	1	0	0				1	1	1	1	1					
3	1	1	3	313	12	312	3	8		8	0		0	-8	8	0	0	0	0.5	0.5				1	1	1	1	1					
3	1	1	3	313	13	313	3	8		8	0		0	-8	8	0	0	0	0.5	0.5				1	1	1	1	1					
3	1	1	3	313	14	314	3	8		0	0		-8	-8	0	0.5	0.5	0	0	0				1	1	1	1	1					
3	1	1	3	313	15	315	3	8		0	0		-8	-8	0	0.5	0.5	0	0	0				1	1	1	1	1					
3	1	2	1	311	1	301	2	10		2	0		-8	-10	2	0	0	1	0	0	-3	-6	-3	0	0	0	1	0	0	0	0	-3	0
3	1	2	1	311	2	302	2	10		0	0		-10	-10	0	0.5	0.5	0	0	0	-6	-6	0	1	1	1	0	0	0	0	0	0	0
3	1	2	1	311	3	303	2	10		10	0		0	-10	10	0	0	0	0.5	0.5	-1	-6	-5	0	0	0	0	1	0	0	0	0	-5
3	1	2	1	311	4	304	2	10		10	0		0	-10	10	0	0	0	0.5	0.5	-6	-6	0	1	1	1	0	0	0	0	0	0	0
3	1	2	1	311	5	305	2	10		0	0		-10	-10	0	0.5	0.5	0	0	0	-6	-6	0	1	1	1	0	0	0	0	0	0	0
3	1	2	2	312	6	306	3	10		10	10		0	0	0	0	0	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	0	0	0	0	0
3	1	2	2	312	7	307	3	10		10	10		0	0	0	0	0	0.3333333	0.3333333	0.3333333	-3	0	3	1	1	0	0	0	3	3	0	0	0
3	1	2	2	312	8	308	3	10		6	10		-4	0	4	0	1	0	0	0	-3	0	3	1	1	0	0	0	3	3	0	0	0
3	1	2	2	312	9	309	3	10		10	10		0	0	0	0	0	0.3333333	0.3333333	0.3333333	0	0	0	0	0	1	1	1	0	0	0	0	0
3	1	2	2	312	10	310	3	10		5	10		-5	0	5	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
3	1	2	3	313	11	311	4	7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	-1	-8	-7	0	0	1	0	0	0	0	-7	0	0
3	1	2	3	313	12	312	4	7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	0	-8	-8	0	0	0	1	1	0	0	0	-8	-8
3	1	2	3	313	13	313	4	7		7	0		0	-7	7	0	0	0	0	1	0	-8	-8	0	0	0	1	1	0	0	0	-8	-8
3	1	2	3	313	14	314	4	7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	0	0	0	0	0	0	0	0
3	1	2	3	313	15	315	4	7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	0	0	0	0	0	0	0	0
3	2	1	1	321	3	303	3	8		6	0		-2	-8	6	0	0	1	0	0	0	-10	-10	0	0	0	1	1	0	0	0	-10	-10
3	2	1	1	321	7	307	3	8		8	0		0	-8	8	0	0	0	0.5	0.5	0	0	0	0	0	1	1	1	0	0	0	0	0
3	2	1	1	321	10	310	3	8		8	0		0	-8	8	0	0	0	0.5	0.5	-5	0	5	1	0	0	0	0	5	0	0	0	0
3	2	1	1	321	11	311	3	8		0	0		-8	-8	0	0.5	0.5	0	0	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
3	2	1	1	321	14	314	3	8		0	0		-8	-8	0	0.5	0.5	0	0	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
3	2	1	2	322	1	301	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	-8	-10	-2	0	0	1	0	0	0	0	-2	0	0
3	2	1	2	322	4	304	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	0	-10	-10	0	0	0	1	1	0	0	0	-10	-10
3	2	1	2	322	8	308	4	3		2	0		-1	-3	2	0	0	0	0	1	-4	0	4	0	1	0	0	0	0	4	0	0	0
3	2	1	2	322	12	312	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
3	2	1	2	322	15	315	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
3	2	1	3	323	2	302	5	8		0	7		-8	-1	7	0.5	0.5	0	0	0	-10	-10	0	1	1	0	0	0	0	0	0	0	0
3	2	1	3	323	5	305	5	8		0	7		-8	-1	7	0.5	0.5	0	0	0	-10	-10	0	1	1	0	0	0	0	0	0	0	0
3	2	1	3	323	6	306	5	8		8	7		0	-1	1	0	0	0	0.5	0.5	0	0	0	0	0	1	1	1	0	0	0	0	0
3	2	1	3	323	9	309	5	8		8	7		0	-1	1	0	0	0	0.5	0.5	0	0	0	0	0	1	1	1	0	0	0	0	0
3	2	1	3	323	13	313	5	8		6	7		-2	-1	1	0	0	1	0	0	0	-7	-7	0	0	0	0	1	0	0	0	0	-7
3	2	2	1	321	3	303	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	-2	-8	-6	0	0	1	0	0	0	0	-6	0	0
3	2	2	1	321	7	307	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	0	-8	-8	0	0	0	1	1	0	0	0	-8	-8
3	2	2	1	321	10	310	4	3		3	0		0	-3	3	0	0	0	0	1	0	-8	-8	0	0	0	1	1	0	0	0	-8	-8
3	2	2	1	321	11	311	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	0	0	0	0	0	0	0	0
3	2	2	1	321	14	314	4	3		0	0		-3	-3	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	0	0	0	0	0	0	0	0
3	2	2	2	322	1	301	5	8		2	0		-6	-8	2	0	0	0	1	0	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	2	2	2	322	4	304	5	8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	2	2	2	322	8	308	5	8		7	0		-1	-8	7	0	0	0	0	1	-1	-3	-2	0	0	0	0	1	0	0	0	0	-2
3	2	2	2	322	12	312	5	8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	2	2	2	322	15	315	5	8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	2	2	3	323	2	302	6	9		0	7		-9	-2	7	0.5	0.5	0	0	0	-8	-1	7	1	1	0	0	0	7	7	0	0	0
3	2	2	3	323	5	305	6	9		0	7		-9	-2	7	0.5	0.5	0	0	0	-8	-1	7	1	1	0	0	0	7	7	0	0	0
3	2	2	3	323	6	306	6	9		7	7		-2	-2	0	0	0	1	0	0	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
3	2	2	3	323	9	309	6	9		9	7		0	-2	2	0	0	0	0.5	0.5	0	-1	-1	0	0	0	1	1	0	0	0	-1	-1
3	2	2	3	323	13	313	6	9		9	7		0	-2	2	0	0	0	0.5	0.5	-2	-1	1	0	0	1	0	0	0	0	1	0	0
3	3	1	1	331	3	303	5	8		6	2		-2	-6	4	0	0	1	0	0	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	3	1	1	331	6	306	5	8		7	2		-1	-6	5	0	0	0	0.5	0.5	-2	-2	0	0	0	1	0	0	0	0	0	0	0
3	3	1	1	331	9	309	5	8		7	2		-1	-6	5	0	0	0	0.5	0.5	0	-2	-2	0	0	0	1	1	0	0	0	-2	-2
3	3	1	1	331	12	312	5	8		0	2		-8	-6	2	0.5	0.5	0	0	0	-8	-8	0	1	1	1	0	0	0	0	0	0	0
3	3	1	1	331	15	315	5	8		0	2		-8	-6	2	0.5	0.5	0	0	0	-8	-8	0	1	1	1	0	0	0	0	0	0	0
3	3	1	2	332	2	302	6	9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-9	-2	7	1	1	0	0	0	7	7	0	0	0
3	3	1	2	332	5	305	6	9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-9	-2	7	1	1	0	0	0	7	7	0	0	0
3	3	1	2	332	8	308	6	9		7	0		-2	-9	7	0	0	0	0	1	-1	-8	-7	0	0	0	0	1	0	0	0	0	-7
3	3	1	2	332	11	311	6	9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	3	1	2	332	14	314	6	9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	3	1	3	333	1	301	1	8		1	4		-7	-4	3	0	1	0	0	0	-6	-8	-2	0	0	0	1	0	0	0	0	-2	0
3	3	1	3	333	4	304	1	8		0	4		-8	-4	4	1	0	0	0	0	-8	-8	0	1	1	1	0	0	0	0	0	0	0
3	3	1	3	333	7	307	1	8		8	4		0	-4	4	0	0	0	0.5	0.5	-3	-3	0	1	1	1	1	0	0	0	0	0	0
3	3	1	3	333	10	310	1	8		5	4		-3	-4	1	0	0	1	0	0	0	-3	-3	0	0	0	0	1	0	0	0	0	-3
3	3	1	3	333	13	313	1	8		8	4		0	-4	4	0	0	0	0.5	0.5	0	-2	-2	0	0	0	1	1	0	0	0	-2	-2
3	3	2	1	331	3	303	6	9		8	3		-1	-6	5	0	0	0	0	1	-2	-6	-4	0	0	1	0	0	0	0	-4	0	0
3	3	2	1	331	6	306	6	9		2	3		-7	-6	1	0	0	1	0	0	-1	-6	-5	0	0	0	1	1	0	0	0	-5	-5
3	3	2	1	331	9	309	6	9		6	3		-3	-6	3	0	0	0	1	0	-1	-6	-5	0	0	0	1	1	0	0	0	-5	-5
3	3	2	1	331	12	312	6	9		0	3		-9	-6	3	0.5	0.5	0	0	0	-8	-6	2	1	1	0	0	0	2	2	0	0	0
3	3	2	1	331	15	315	6	9		0	3		-9	-6	3	0.5	0.5	0	0	0	-8	-6	2	1	1	0	0	0	2	2	0	0	0
3	3	2	2	332	2	302	1	8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-9	-9	0	1	1	1	1	0	0	0	0	0	0
3	3	2	2	332	5	305	1	8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-9	-9	0	1	1	1	1	0	0	0	0	0	0
3	3	2	2	332	8	308	1	8		3	0		-5	-8	3	0	0	0	0	1	-2	-9	-7	0	0	0	0	1	0	0	0	0	-7
3	3	2	2	332	11	311	1	8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-9	-9	0	1	1	1	1	0	0	0	0	0	0
3	3	2	2	332	14	314	1	8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-9	-9	0	1	1	1	1	0	0	0	0	0	0
3	3	2	3	333	1	301	2	10		1	10		-9	0	9	1	0	0	0	0	-7	-4	3	0	1	0	0	0	0	3	0	0	0
3	3	2	3	333	4	304	2	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	-8	-4	4	1	0	0	0	0	4	0	0	0	0
3	3	2	3	333	7	307	2	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
3	3	2	3	333	10	310	2	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	-3	-4	-1	0	0	1	0	0	0	0	-1	0	0
3	3	2	3	333	13	313	2	10		10	10		0	0	0	0	0.25	0.25	0.25	0.25	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
4	1	1	1	411	1	401		7		7	7		0	0	0	0	0	0	0.5	0.5				1	1	1	1	1					
4	1	1	1	411	2	402		7		5	7		-2	0	2	0	0	1	0	0				1	1	1	1	1					
4	1	1	1	411	3	403		7		4	7		-3	0	3	0	1	0	0	0				1	1	1	1	1					
4	1	1	1	411	4	404		7		0	7		-7	0	7	1	0	0	0	0				1	1	1	1	1					
4	1	1	1	411	5	405		7		7	7		0	0	0	0	0	0	0.5	0.5				1	1	1	1	1					
4	1	1	2	412	6	406		8		8	4		0	-4	4	0	0	0	0.5	0.5				1	1	1	1	1					
4	1	1	2	412	7	407		8		5	4		-3	-4	1	0	0.5	0.5	0	0				1	1	1	1	1					
4	1	1	2	412	8	408		8		8	4		0	-4	4	0	0	0	0.5	0.5				1	1	1	1	1					
4	1	1	2	412	9	409		8		2	4		-6	-4	2	1	0	0	0	0				1	1	1	1	1					
4	1	1	2	412	10	410		8		5	4		-3	-4	1	0	0.5	0.5	0	0				1	1	1	1	1					
4	1	1	3	413	11	411		5		5	0		0	-5	5	0	0	0	0	1				1	1	1	1	1					
4	1	1	3	413	12	412		5		2	0		-3	-5	2	0	0.5	0.5	0	0				1	1	1	1	1					
4	1	1	3	413	13	413		5		0	0		-5	-5	0	1	0	0	0	0				1	1	1	1	1					
4	1	1	3	413	14	414		5		2	0		-3	-5	2	0	0.5	0.5	0	0				1	1	1	1	1					
4	1	1	3	413	15	415		5		3	0		-2	-5	3	0	0	0	1	0				1	1	1	1	1					
4	1	1	4	414	16	416		10		4	0		-6	-10	4	0	0	0	1	0				1	1	1	1	1					
4	1	1	4	414	17	417		10		0	0		-10	-10	0	0.5	0.5	0	0	0				1	1	1	1	1					
4	1	1	4	414	18	418		10		0	0		-10	-10	0	0.5	0.5	0	0	0				1	1	1	1	1					
4	1	1	4	414	19	419		10		2	0		-8	-10	2	0	0	1	0	0				1	1	1	1	1					
4	1	1	4	414	20	420		10		10	0		0	-10	10	0	0	0	0	1				1	1	1	1	1					
4	1	1	5	415	21	421		6		5	6		-1	0	1	0	0	0.5	0.5	0				1	1	1	1	1					
4	1	1	5	415	22	422		6		6	6		0	0	0	0	0	0	0	1				1	1	1	1	1					
4	1	1	5	415	23	423		6		0	6		-6	0	6	0.5	0.5	0	0	0				1	1	1	1	1					
4	1	1	5	415	24	424		6		5	6		-1	0	1	0	0	0.5	0.5	0				1	1	1	1	1					
4	1	1	5	415	25	425		6		0	6		-6	0	6	0.5	0.5	0	0	0				1	1	1	1	1					
4	1	1	6	416	26	426		10		1	5		-9	-5	4	0	0	1	0	0				1	1	1	1	1					
4	1	1	6	416	27	427		10		0	5		-10	-5	5	0.5	0.5	0	0	0				1	1	1	1	1					
4	1	1	6	416	28	428		10		10	5		0	-5	5	0	0	0	0.5	0.5				1	1	1	1	1					
4	1	1	6	416	29	429		10		0	5		-10	-5	5	0.5	0.5	0	0	0				1	1	1	1	1					
4	1	1	6	416	30	430		10		10	5		0	-5	5	0	0	0	0.5	0.5				1	1	1	1	1					
4	1	2	1	411	1	401		10		8	5		-2	-5	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
4	1	2	1	411	2	402		10		0	5		-10	-5	5	0.5	0.5	0	0	0	-2	0	2	0	0	1	0	0	0	0	2	0	0
4	1	2	1	411	3	403		10		5	5		-5	-5	0	0	0	1	0	0	-3	0	3	0	1	0	0	0	0	3	0	0	0
4	1	2	1	411	4	404		10		0	5		-10	-5	5	0.5	0.5	0	0	0	-7	0	7	1	0	0	0	0	7	0	0	0	0
4	1	2	1	411	5	405		10		10	5		0	-5	5	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4	1	2	2	412	6	406		6		2	0		-4	-6	2	0	0	0	0.5	0.5	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
4	1	2	2	412	7	407		6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0	-3	-4	-1	0	1	1	0	0	0	-1	-1	0	0
4	1	2	2	412	8	408		6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
4	1	2	2	412	9	409		6		0	0		-6	-6	0	0.3333333	0.3333333	0.3333333	0	0	-6	-4	2	1	0	0	0	0	2	0	0	0	0
4	1	2	2	412	10	410		6		2	0		-4	-6	2	0	0	0	0.5	0.5	-3	-4	-1	0	1	1	0	0	0	-1	-1	0	0
4	1	2	3	413	11	411		10		5	0		-5	-10	5	0	0	0	0.5	0.5	0	-5	-5	0	0	0	0	1	0	0	0	0	-5
4	1	2	3	413	12	412		10		2	0		-8	-10	2	0	1	0	0	0	-3	-5	-2	0	1	1	0	0	0	-2	-2	0	0
4	1	2	3	413	13	413		10		0	0		-10	-10	0	1	0	0	0	0	-5	-5	0	1	0	0	0	0	0	0	0	0	0
4	1	2	3	413	14	414		10		4	0		-6	-10	4	0	0	1	0	0	-3	-5	-2	0	1	1	0	0	0	-2	-2	0	0
4	1	2	3	413	15	415		10		5	0		-5	-10	5	0	0	0	0.5	0.5	-2	-5	-3	0	0	0	1	0	0	0	0	-3	0
4	1	2	4	414	16	416		7		1	0		-6	-7	1	0	0	0	0	1	-6	-10	-4	0	0	0	1	0	0	0	0	-4	0
4	1	2	4	414	17	417		7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	-10	-10	0	1	1	0	0	0	0	0	0	0	0
4	1	2	4	414	18	418		7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	-10	-10	0	1	1	0	0	0	0	0	0	0	0
4	1	2	4	414	19	419		7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	-8	-10	-2	0	0	1	0	0	0	0	-2	0	0
