session	phase	dec_in_phase	group_nb	group_id	session_ind	ind_id	ind_partner	first_offer	ind_ind	ind_g	group_dec	ind_ind_norm	ind_g_norm	group_dec_norm	absdiff_group_ind	ind_g_is_1st	ind_g_is_2nd	ind_g_is_3rd	ind_g_is_4th	ind_g_is_5th	pr_ind_g_norm	pr_group_dec_norm	pr_diff_group_ind	pr_i_was_1st	pr_i_was_2nd	pr_i_was_3rd	pr_i_was_4th	pr_i_was_5th	pr_i_was_1st_x_pr_diff_group_ind	pr_i_was_2nd_x_pr_diff_group_ind	pr_i_was_3rd_x_pr_diff_group_ind	pr_i_was_4th_x_pr_diff_group_ind	pr_i_was_5th_x_pr_diff_group_ind
4	1	2	4	414	20	420		7		0	0		-7	-7	0	0.25	0.25	0.25	0.25	0	0	-10	-10	0	0	0	0	1	0	0	0	0	-10
4	1	2	5	415	21	421		10		10	10		0	0	0	0	0	0	0.5	0.5	-1	0	1	0	0	1	1	0	0	0	1	1	0
4	1	2	5	415	22	422		10		10	10		0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0
4	1	2	5	415	23	423		10		2	10		-8	0	8	1	0	0	0	0	-6	0	6	1	1	0	0	0	6	6	0	0	0
4	1	2	5	415	24	424		10		8	10		-2	0	2	0	0.5	0.5	0	0	-1	0	1	0	0	1	1	0	0	0	1	1	0
4	1	2	5	415	25	425		10		8	10		-2	0	2	0	0.5	0.5	0	0	-6	0	6	1	1	0	0	0	6	6	0	0	0
4	1	2	6	416	26	426		9		9	3		0	-6	6	0	0	0	0.5	0.5	-9	-5	4	0	0	1	0	0	0	0	4	0	0
4	1	2	6	416	27	427		9		0	3		-9	-6	3	0.3333333	0.3333333	0.3333333	0	0	-10	-5	5	1	1	0	0	0	5	5	0	0	0
4	1	2	6	416	28	428		9		9	3		0	-6	6	0	0	0	0.5	0.5	0	-5	-5	0	0	0	1	1	0	0	0	-5	-5
4	1	2	6	416	29	429		9		0	3		-9	-6	3	0.3333333	0.3333333	0.3333333	0	0	-10	-5	5	1	1	0	0	0	5	5	0	0	0
4	1	2	6	416	30	430		9		0	3		-9	-6	3	0.3333333	0.3333333	0.3333333	0	0	0	-5	-5	0	0	0	1	1	0	0	0	-5	-5
4	2	1	1	421	10	410		7		4	0		-3	-7	4	0	0	1	0	0	-4	-6	-2	0	0	0	1	1	0	0	0	-2	-2
4	2	1	1	421	14	414		7		2	0		-5	-7	2	0	1	0	0	0	-6	-10	-4	0	0	1	0	0	0	0	-4	0	0
4	2	1	1	421	18	418		7		0	0		-7	-7	0	1	0	0	0	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
4	2	1	1	421	22	422		7		5	0		-2	-7	5	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
4	2	1	1	421	26	426		7		7	0		0	-7	7	0	0	0	0	1	0	-6	-6	0	0	0	1	1	0	0	0	-6	-6
4	2	1	2	422	1	401		10		5	0		-5	-10	5	0	0	0	0.5	0.5	-2	-5	-3	0	0	0	1	0	0	0	0	-3	0
4	2	1	2	422	15	415		10		3	0		-7	-10	3	0	0	1	0	0	-5	-10	-5	0	0	0	1	1	0	0	0	-5	-5
4	2	1	2	422	19	419		10		0	0		-10	-10	0	0.5	0.5	0	0	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
4	2	1	2	422	23	423		10		5	0		-5	-10	5	0	0	0	0.5	0.5	-8	0	8	1	0	0	0	0	8	0	0	0	0
4	2	1	2	422	27	427		10		0	0		-10	-10	0	0.5	0.5	0	0	0	-9	-6	3	1	1	1	0	0	3	3	3	0	0
4	2	1	3	423	2	402		7		0	3		-7	-4	3	0.5	0.5	0	0	0	-10	-5	5	1	1	0	0	0	5	5	0	0	0
4	2	1	3	423	6	406		7		3	3		-4	-4	0	0	0	1	0	0	-4	-6	-2	0	0	0	1	1	0	0	0	-2	-2
4	2	1	3	423	20	420		7		0	3		-7	-4	3	0.5	0.5	0	0	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
4	2	1	3	423	24	424		7		7	3		0	-4	4	0	0	0	0.5	0.5	-2	0	2	0	1	1	0	0	0	2	2	0	0
4	2	1	3	423	28	428		7		7	3		0	-4	4	0	0	0	0.5	0.5	0	-6	-6	0	0	0	1	1	0	0	0	-6	-6
4	2	1	4	424	3	403		10		2	1		-8	-9	1	0	0	0	0	1	-5	-5	0	0	0	1	0	0	0	0	0	0	0
4	2	1	4	424	7	407		10		0	1		-10	-9	1	0.25	0.25	0.25	0.25	0	-6	-6	0	1	1	1	0	0	0	0	0	0	0
4	2	1	4	424	11	411		10		0	1		-10	-9	1	0.25	0.25	0.25	0.25	0	-5	-10	-5	0	0	0	1	1	0	0	0	-5	-5
4	2	1	4	424	25	425		10		0	1		-10	-9	1	0.25	0.25	0.25	0.25	0	-2	0	2	0	1	1	0	0	0	2	2	0	0
4	2	1	4	424	29	429		10		0	1		-10	-9	1	0.25	0.25	0.25	0.25	0	-9	-6	3	1	1	1	0	0	3	3	3	0	0
4	2	1	5	425	4	404		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-10	-5	5	1	1	0	0	0	5	5	0	0	0
4	2	1	5	425	8	408		8		3	0		-5	-8	3	0	0	0	0	1	-6	-6	0	1	1	1	0	0	0	0	0	0	0
4	2	1	5	425	12	412		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-8	-10	-2	0	1	0	0	0	0	-2	0	0	0
4	2	1	5	425	16	416		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-6	-7	-1	0	0	0	0	1	0	0	0	0	-1
4	2	1	5	425	30	430		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-9	-6	3	1	1	1	0	0	3	3	3	0	0
4	2	1	6	426	5	405		8		8	4		0	-4	4	0	0	0	0	1	0	-5	-5	0	0	0	0	1	0	0	0	0	-5
4	2	1	6	426	9	409		8		4	4		-4	-4	0	0	0	1	0	0	-6	-6	0	1	1	1	0	0	0	0	0	0	0
4	2	1	6	426	13	413		8		0	4		-8	-4	4	0.5	0.5	0	0	0	-10	-10	0	1	0	0	0	0	0	0	0	0	0
4	2	1	6	426	17	417		8		0	4		-8	-4	4	0.5	0.5	0	0	0	-7	-7	0	1	1	1	1	0	0	0	0	0	0
4	2	1	6	426	21	421		8		6	4		-2	-4	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
4	2	2	1	421	10	410		10		7	7		-3	-3	0	0	0	0	1	0	-3	-7	-4	0	0	1	0	0	0	0	-4	0	0
4	2	2	1	421	14	414		10		3	7		-7	-3	4	0	0	1	0	0	-5	-7	-2	0	1	0	0	0	0	-2	0	0	0
4	2	2	1	421	18	418		10		0	7		-10	-3	7	0.5	0.5	0	0	0	-7	-7	0	1	0	0	0	0	0	0	0	0	0
4	2	2	1	421	22	422		10		10	7		0	-3	3	0	0	0	0	1	-2	-7	-5	0	0	0	1	0	0	0	0	-5	0
4	2	2	1	421	26	426		10		0	7		-10	-3	7	0.5	0.5	0	0	0	0	-7	-7	0	0	0	0	1	0	0	0	0	-7
4	2	2	2	422	1	401		8		0	0		-8	-8	0	0.2	0.2	0.2	0.2	0.2	-5	-10	-5	0	0	0	1	1	0	0	0	-5	-5
4	2	2	2	422	15	415		8		0	0		-8	-8	0	0.2	0.2	0.2	0.2	0.2	-7	-10	-3	0	0	1	0	0	0	0	-3	0	0
4	2	2	2	422	19	419		8		0	0		-8	-8	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	0	0	0	0	0	0	0	0
4	2	2	2	422	23	423		8		0	0		-8	-8	0	0.2	0.2	0.2	0.2	0.2	-5	-10	-5	0	0	0	1	1	0	0	0	-5	-5
4	2	2	2	422	27	427		8		0	0		-8	-8	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	0	0	0	0	0	0	0	0
4	2	2	3	423	2	402		10		0	6		-10	-4	6	1	0	0	0	0	-7	-4	3	1	1	0	0	0	3	3	0	0	0
4	2	2	3	423	6	406		10		7	6		-3	-4	1	0	0	1	0	0	-4	-4	0	0	0	1	0	0	0	0	0	0	0
4	2	2	3	423	20	420		10		10	6		0	-4	4	0	0	0	0.5	0.5	-7	-4	3	1	1	0	0	0	3	3	0	0	0
4	2	2	3	423	24	424		10		5	6		-5	-4	1	0	1	0	0	0	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
4	2	2	3	423	28	428		10		10	6		0	-4	4	0	0	0	0.5	0.5	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
4	2	2	4	424	3	403		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-8	-9	-1	0	0	0	0	1	0	0	0	0	-1
4	2	2	4	424	7	407		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-10	-9	1	1	1	1	1	0	1	1	1	1	0
4	2	2	4	424	11	411		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-10	-9	1	1	1	1	1	0	1	1	1	1	0
4	2	2	4	424	25	425		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-10	-9	1	1	1	1	1	0	1	1	1	1	0
4	2	2	4	424	29	429		5		0	0		-5	-5	0	0.2	0.2	0.2	0.2	0.2	-10	-9	1	1	1	1	1	0	1	1	1	1	0
4	2	2	5	425	4	404		9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	2	2	5	425	8	408		9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-5	-8	-3	0	0	0	0	1	0	0	0	0	-3
4	2	2	5	425	12	412		9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	2	2	5	425	16	416		9		0	0		-9	-9	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	2	2	5	425	30	430		9		6	0		-3	-9	6	0	0	0	0	1	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	2	2	6	426	5	405		8		8	4		0	-4	4	0	0	0	0	1	0	-4	-4	0	0	0	0	1	0	0	0	0	-4
4	2	2	6	426	9	409		8		5	4		-3	-4	1	0	0	1	0	0	-4	-4	0	0	0	1	0	0	0	0	0	0	0
4	2	2	6	426	13	413		8		0	4		-8	-4	4	0.5	0.5	0	0	0	-8	-4	4	1	1	0	0	0	4	4	0	0	0
4	2	2	6	426	17	417		8		0	4		-8	-4	4	0.5	0.5	0	0	0	-8	-4	4	1	1	0	0	0	4	4	0	0	0
4	2	2	6	426	21	421		8		6	4		-2	-4	2	0	0	0	1	0	-2	-4	-2	0	0	0	1	0	0	0	0	-2	0
4	3	1	1	431	3	403		7		0	3		-7	-4	3	0.3333333	0.3333333	0.3333333	0	0	-5	-5	0	1	1	1	1	1	0	0	0	0	0
4	3	1	1	431	12	412		7		0	3		-7	-4	3	0.3333333	0.3333333	0.3333333	0	0	-9	-9	0	1	1	1	1	0	0	0	0	0	0
4	3	1	1	431	15	415		7		0	3		-7	-4	3	0.3333333	0.3333333	0.3333333	0	0	-8	-8	0	1	1	1	1	1	0	0	0	0	0
4	3	1	1	431	21	421		7		3	3		-4	-4	0	0	0	0	1	0	-2	-4	-2	0	0	0	1	0	0	0	0	-2	0
4	3	1	1	431	24	424		7		5	3		-2	-4	2	0	0	0	0	1	-5	-4	1	0	1	0	0	0	0	1	0	0	0
4	3	1	2	432	8	408		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-9	-9	0	1	1	1	1	0	0	0	0	0	0
4	3	1	2	432	17	417		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-8	-4	4	1	1	0	0	0	4	4	0	0	0
4	3	1	2	432	20	420		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
4	3	1	2	432	26	426		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-10	-3	7	1	1	0	0	0	7	7	0	0	0
4	3	1	2	432	29	429		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	1	1	0	0	0	0	0
4	3	1	3	433	1	401		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	1	0	0	0	0	0
4	3	1	3	433	4	404		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-9	-9	0	1	1	1	1	0	0	0	0	0	0
4	3	1	3	433	13	413		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-8	-4	4	1	1	0	0	0	4	4	0	0	0
4	3	1	3	433	22	422		8		8	0		0	-8	8	0	0	0	0	1	0	-3	-3	0	0	0	0	1	0	0	0	0	-3
4	3	1	3	433	25	425		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-5	-5	0	1	1	1	1	1	0	0	0	0	0
4	3	1	4	434	6	406		7		1	0		-6	-7	1	0	0	0	1	0	-3	-4	-1	0	0	1	0	0	0	0	-1	0	0
4	3	1	4	434	9	409		7		2	0		-5	-7	2	0	0	0	0	1	-3	-4	-1	0	0	1	0	0	0	0	-1	0	0
4	3	1	4	434	18	418		7		0	0		-7	-7	0	0.3333333	0.3333333	0.3333333	0	0	-10	-3	7	1	1	0	0	0	7	7	0	0	0
4	3	1	4	434	27	427		7		0	0		-7	-7	0	0.3333333	0.3333333	0.3333333	0	0	-8	-8	0	1	1	1	1	1	0	0	0	0	0
4	3	1	4	434	30	430		7		0	0		-7	-7	0	0.3333333	0.3333333	0.3333333	0	0	-3	-9	-6	0	0	0	0	1	0	0	0	0	-6
4	3	1	5	435	2	402		9		0	4		-9	-5	4	0.3333333	0.3333333	0.3333333	0	0	-10	-4	6	1	0	0	0	0	6	0	0	0	0
4	3	1	5	435	5	405		9		9	4		0	-5	5	0	0	0	0	1	0	-4	-4	0	0	0	0	1	0	0	0	0	-4
4	3	1	5	435	11	411		9		0	4		-9	-5	4	0.3333333	0.3333333	0.3333333	0	0	-5	-5	0	1	1	1	1	1	0	0	0	0	0
4	3	1	5	435	14	414		9		2	4		-7	-5	2	0	0	0	1	0	-7	-3	4	0	0	1	0	0	0	0	4	0	0
4	3	1	5	435	23	423		9		0	4		-9	-5	4	0.3333333	0.3333333	0.3333333	0	0	-8	-8	0	1	1	1	1	1	0	0	0	0	0
4	3	1	6	436	7	407		10		0	3		-10	-7	3	0.3333333	0.3333333	0.3333333	0	0	-5	-5	0	1	1	1	1	1	0	0	0	0	0
4	3	1	6	436	10	410		10		7	3		-3	-7	4	0	0	0	1	0	-3	-3	0	0	0	0	1	0	0	0	0	0	0
4	3	1	6	436	16	416		10		0	3		-10	-7	3	0.3333333	0.3333333	0.3333333	0	0	-9	-9	0	1	1	1	1	0	0	0	0	0	0
4	3	1	6	436	19	419		10		0	3		-10	-7	3	0.3333333	0.3333333	0.3333333	0	0	-8	-8	0	1	1	1	1	1	0	0	0	0	0
4	3	1	6	436	28	428		10		10	3		0	-7	7	0	0	0	0	1	0	-4	-4	0	0	0	1	1	0	0	0	-4	-4
4	3	2	1	431	3	403		10		0	5		-10	-5	5	0.5	0.5	0	0	0	-7	-4	3	1	1	1	0	0	3	3	3	0	0
4	3	2	1	431	12	412		10		2	5		-8	-5	3	0	0	1	0	0	-7	-4	3	1	1	1	0	0	3	3	3	0	0
4	3	2	1	431	15	415		10		0	5		-10	-5	5	0.5	0.5	0	0	0	-7	-4	3	1	1	1	0	0	3	3	3	0	0
4	3	2	1	431	21	421		10		7	5		-3	-5	2	0	0	0	0	1	-4	-4	0	0	0	0	1	0	0	0	0	0	0
4	3	2	1	431	24	424		10		5	5		-5	-5	0	0	0	0	1	0	-2	-4	-2	0	0	0	0	1	0	0	0	0	-2
4	3	2	2	432	8	408		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	1	1	1	0	0	0	0	0
4	3	2	2	432	17	417		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	1	1	1	0	0	0	0	0
4	3	2	2	432	20	420		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	1	1	1	0	0	0	0	0
4	3	2	2	432	26	426		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	1	1	1	0	0	0	0	0
4	3	2	2	432	29	429		9		0	0		-9	-9	0	0.2	0.2	0.2	0.2	0.2	-10	-10	0	1	1	1	1	1	0	0	0	0	0
4	3	2	3	433	1	401		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	3	2	3	433	4	404		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	3	2	3	433	13	413		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	3	2	3	433	22	422		8		8	0		0	-8	8	0	0	0	0	1	0	-8	-8	0	0	0	0	1	0	0	0	0	-8
4	3	2	3	433	25	425		8		0	0		-8	-8	0	0.25	0.25	0.25	0.25	0	-8	-8	0	1	1	1	1	0	0	0	0	0	0
4	3	2	4	434	6	406		10		2	2		-8	-8	0	0	0	1	0	0	-6	-7	-1	0	0	0	1	0	0	0	0	-1	0
4	3	2	4	434	9	409		10		5	2		-5	-8	3	0	0	0	0.5	0.5	-5	-7	-2	0	0	0	0	1	0	0	0	0	-2
4	3	2	4	434	18	418		10		0	2		-10	-8	2	0.5	0.5	0	0	0	-7	-7	0	1	1	1	0	0	0	0	0	0	0
4	3	2	4	434	27	427		10		0	2		-10	-8	2	0.5	0.5	0	0	0	-7	-7	0	1	1	1	0	0	0	0	0	0	0
4	3	2	4	434	30	430		10		5	2		-5	-8	3	0	0	0	0.5	0.5	-7	-7	0	1	1	1	0	0	0	0	0	0	0
4	3	2	5	435	2	402		10		0	5		-10	-5	5	0.3333333	0.3333333	0.3333333	0	0	-9	-5	4	1	1	1	0	0	4	4	4	0	0
4	3	2	5	435	5	405		10		10	5		0	-5	5	0	0	0	0	1	0	-5	-5	0	0	0	0	1	0	0	0	0	-5
4	3	2	5	435	11	411		10		0	5		-10	-5	5	0.3333333	0.3333333	0.3333333	0	0	-9	-5	4	1	1	1	0	0	4	4	4	0	0
4	3	2	5	435	14	414		10		2	5		-8	-5	3	0	0	0	1	0	-7	-5	2	0	0	0	1	0	0	0	0	2	0
4	3	2	5	435	23	423		10		0	5		-10	-5	5	0.3333333	0.3333333	0.3333333	0	0	-9	-5	4	1	1	1	0	0	4	4	4	0	0
4	3	2	6	436	7	407		6		0	2		-6	-4	2	0.3333333	0.3333333	0.3333333	0	0	-10	-7	3	1	1	1	0	0	3	3	3	0	0
4	3	2	6	436	10	410		6		3	2		-3	-4	1	0	0	0	1	0	-3	-7	-4	0	0	0	1	0	0	0	0	-4	0
4	3	2	6	436	16	416		6		0	2		-6	-4	2	0.3333333	0.3333333	0.3333333	0	0	-10	-7	3	1	1	1	0	0	3	3	3	0	0
4	3	2	6	436	19	419		6		0	2		-6	-4	2	0.3333333	0.3333333	0.3333333	0	0	-10	-7	3	1	1	1	0	0	3	3	3	0	0
4	3	2	6	436	28	428		6		6	2		0	-4	4	0	0	0	0	1	0	-7	-7	0	0	0	0	1	0	0	0	0	-7
5	1	1	1	511	1	501		5		5	0		0	-5	5	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
5	1	1	1	511	2	502		5		0	0		-5	-5	0	1	0	0	0	0				1	1	1	1	1					
5	1	1	1	511	3	503		5		5	0		0	-5	5	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
5	1	1	1	511	4	504		5		1	0		-4	-5	1	0	1	0	0	0				1	1	1	1	1					
5	1	1	1	511	5	505		5		5	0		0	-5	5	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
5	1	1	2	512	6	506		9		7	7		-2	-2	0	0.5	0.5	0	0	0				1	1	1	1	1					
5	1	1	2	512	7	507		9		9	7		0	-2	2	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
5	1	1	2	512	8	508		9		7	7		-2	-2	0	0.5	0.5	0	0	0				1	1	1	1	1					
5	1	1	2	512	9	509		9		9	7		0	-2	2	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
5	1	1	2	512	10	510		9		9	7		0	-2	2	0	0	0.3333333	0.3333333	0.3333333				1	1	1	1	1					
5	1	1	3	513	11	511		7		5	0		-2	-7	5	0	0	0	1	0				1	1	1	1	1					
5	1	1	3	513	12	512		7		4	0		-3	-7	4	0	0.5	0.5	0	0				1	1	1	1	1					
5	1	1	3	513	13	513		7		4	0		-3	-7	4	0	0.5	0.5	0	0				1	1	1	1	1					
5	1	1	3	513	14	514		7		0	0		-7	-7	0	1	0	0	0	0				1	1	1	1	1					
5	1	1	3	513	15	515		7		6	0		-1	-7	6	0	0	0	0	1				1	1	1	1	1					
5	1	2	1	511	1	501		8		7	0		-1	-8	7	0	0	0	0	1	0	-5	-5	0	0	1	1	1	0	0	-5	-5	-5
5	1	2	1	511	2	502		8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-5	-5	0	1	0	0	0	0	0	0	0	0	0
5	1	2	1	511	3	503		8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	0	-5	-5	0	0	1	1	1	0	0	-5	-5	-5
5	1	2	1	511	4	504		8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-4	-5	-1	0	1	0	0	0	0	-1	0	0	0
5	1	2	1	511	5	505		8		5	0		-3	-8	5	0	0	0	1	0	0	-5	-5	0	0	1	1	1	0	0	-5	-5	-5
5	1	2	2	512	6	506		8		5	2		-3	-6	3	0	0	1	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0
5	1	2	2	512	7	507		8		7	2		-1	-6	5	0	0	0	0	1	0	-2	-2	0	0	1	1	1	0	0	-2	-2	-2
5	1	2	2	512	8	508		8		0	2		-8	-6	2	0.5	0.5	0	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0
5	1	2	2	512	9	509		8		6	2		-2	-6	4	0	0	0	1	0	0	-2	-2	0	0	1	1	1	0	0	-2	-2	-2
5	1	2	2	512	10	510		8		0	2		-8	-6	2	0.5	0.5	0	0	0	0	-2	-2	0	0	1	1	1	0	0	-2	-2	-2
5	1	2	3	513	11	511		5		0	0		-5	-5	0	0.3333333	0.3333333	0.3333333	0	0	-2	-7	-5	0	0	0	1	0	0	0	0	-5	0
5	1	2	3	513	12	512		5		1	0		-4	-5	1	0	0	0	1	0	-3	-7	-4	0	1	1	0	0	0	-4	-4	0	0
5	1	2	3	513	13	513		5		0	0		-5	-5	0	0.3333333	0.3333333	0.3333333	0	0	-3	-7	-4	0	1	1	0	0	0	-4	-4	0	0
5	1	2	3	513	14	514		5		0	0		-5	-5	0	0.3333333	0.3333333	0.3333333	0	0	-7	-7	0	1	0	0	0	0	0	0	0	0	0
5	1	2	3	513	15	515		5		4	0		-1	-5	4	0	0	0	0	1	-1	-7	-6	0	0	0	0	1	0	0	0	0	-6
5	2	1	1	521	3	503		6		0	0		-6	-6	0	0.2	0.2	0.2	0.2	0.2	-8	-8	0	1	1	1	0	0	0	0	0	0	0
5	2	1	1	521	7	507		6		0	0		-6	-6	0	0.2	0.2	0.2	0.2	0.2	-1	-6	-5	0	0	0	0	1	0	0	0	0	-5
5	2	1	1	521	10	510		6		0	0		-6	-6	0	0.2	0.2	0.2	0.2	0.2	-8	-6	2	1	1	0	0	0	2	2	0	0	0
5	2	1	1	521	11	511		6		0	0		-6	-6	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	0	0	0	0	0	0	0
5	2	1	1	521	14	514		6		0	0		-6	-6	0	0.2	0.2	0.2	0.2	0.2	-5	-5	0	1	1	1	0	0	0	0	0	0	0
5	2	1	2	522	1	501		10		10	0		0	-10	10	0	0	0	0	1	-1	-8	-7	0	0	0	0	1	0	0	0	0	-7
5	2	1	2	522	4	504		10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	-8	-8	0	1	1	1	0	0	0	0	0	0	0
5	2	1	2	522	8	508		10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	-8	-6	2	1	1	0	0	0	2	2	0	0	0
5	2	1	2	522	12	512		10		0	0		-10	-10	0	0.3333333	0.3333333	0.3333333	0	0	-4	-5	-1	0	0	0	1	0	0	0	0	-1	0
5	2	1	2	522	15	515		10		5	0		-5	-10	5	0	0	0	1	0	-1	-5	-4	0	0	0	0	1	0	0	0	0	-4
5	2	1	3	523	2	502		8		0	0		-8	-8	0	0.5	0.5	0	0	0	-8	-8	0	1	1	1	0	0	0	0	0	0	0
5	2	1	3	523	5	505		8		0	0		-8	-8	0	0.5	0.5	0	0	0	-3	-8	-5	0	0	0	1	0	0	0	0	-5	0
5	2	1	3	523	6	506		8		2	0		-6	-8	2	0	0	1	0	0	-3	-6	-3	0	0	1	0	0	0	0	-3	0	0
5	2	1	3	523	9	509		8		7	0		-1	-8	7	0	0	0	0	1	-2	-6	-4	0	0	0	1	0	0	0	0	-4	0
5	2	1	3	523	13	513		8		4	0		-4	-8	4	0	0	0	1	0	-5	-5	0	1	1	1	0	0	0	0	0	0	0
5	2	2	1	521	3	503		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-6	-6	0	1	1	1	1	1	0	0	0	0	0
5	2	2	1	521	7	507		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-6	-6	0	1	1	1	1	1	0	0	0	0	0
5	2	2	1	521	10	510		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-6	-6	0	1	1	1	1	1	0	0	0	0	0
5	2	2	1	521	11	511		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-6	-6	0	1	1	1	1	1	0	0	0	0	0
5	2	2	1	521	14	514		10		0	0		-10	-10	0	0.2	0.2	0.2	0.2	0.2	-6	-6	0	1	1	1	1	1	0	0	0	0	0
5	2	2	2	522	1	501		8		7	0		-1	-8	7	0	0	0	0	1	0	-10	-10	0	0	0	0	1	0	0	0	0	-10
5	2	2	2	522	4	504		8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
5	2	2	2	522	8	508		8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
5	2	2	2	522	12	512		8		0	0		-8	-8	0	0.3333333	0.3333333	0.3333333	0	0	-10	-10	0	1	1	1	0	0	0	0	0	0	0
5	2	2	2	522	15	515		8		5	0		-3	-8	5	0	0	0	1	0	-5	-10	-5	0	0	0	1	0	0	0	0	-5	0
5	2	2	3	523	2	502		5		0	0		-5	-5	0	0.5	0.5	0	0	0	-8	-8	0	1	1	0	0	0	0	0	0	0	0
5	2	2	3	523	5	505		5		0	0		-5	-5	0	0.5	0.5	0	0	0	-8	-8	0	1	1	0	0	0	0	0	0	0	0
5	2	2	3	523	6	506		5		1	0		-4	-5	1	0	0	1	0	0	-6	-8	-2	0	0	1	0	0	0	0	-2	0	0
5	2	2	3	523	9	509		5		5	0		0	-5	5	0	0	0	0	1	-1	-8	-7	0	0	0	0	1	0	0	0	0	-7
5	2	2	3	523	13	513		5		2	0		-3	-5	2	0	0	0	1	0	-4	-8	-4	0	0	0	1	0	0	0	0	-4	0
5	3	1	1	531	3	503		8		0	2		-8	-6	2	0.5	0.5	0	0	0	-10	-10	0	1	1	1	1	1	0	0	0	0	0
