session,sestype,sess_code,group_nb,part,dec,g_memb_1,g_memb_2,g_memb_3,g_memb_4,g_memb_5,sess_sub1,sess_sub2,sess_sub3,sess_sub4,sess_sub5,male_1,male_2,male_3,male_4,male_5,age_1,age_2,age_3,age_4,age_5,econ_1,econ_2,econ_3,econ_4,econ_5,ind1,ind2,ind3,ind4,ind5,s1,s2,s3,s4,s5,gr,1st,2nd,3rd,4th,5th,1sti,2ndi,3rdi,4thi,5thi,gri,1st_male,2nd_male,3rd_male,4th_male,5th_male,1st_female,2nd_female,3rd_female,4th_female,5th_female,1st_econ,2nd_econ,3rd_econ,4th_econ,5th_econ,1st_age,2nd_age,3rd_age,4th_age,5th_age
3,DELIBERATION,080208R5,2,2,4,1,17,13,9,5,3_1,3_17,3_13,3_9,3_5,1,1,0,1,1,19,18,22,22,21,1,0,0,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,2,5,1,17,13,9,5,3_1,3_17,3_13,3_9,3_5,1,1,0,1,1,19,18,22,22,21,1,0,0,1,1,,,,,,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.5,0.5,0.5,0.5,1,20.75,20.75,20.75,20.75,19
3,DELIBERATION,080208R5,2,2,6,1,17,13,9,5,3_1,3_17,3_13,3_9,3_5,1,1,0,1,1,19,18,22,22,21,1,0,0,1,1,,,,,,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.5,0.5,0.5,0.5,1,20.75,20.75,20.75,20.75,19
3,DELIBERATION,080208R5,2,2,7,1,17,13,9,5,3_1,3_17,3_13,3_9,3_5,1,1,0,1,1,19,18,22,22,21,1,0,0,1,1,,,,,,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0.666666667,0.666666667,0.666666667,1,1,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0.333333333,0.333333333,1,1,20.66666667,20.66666667,20.66666667,20,20
3,DELIBERATION,080208R5,2,2,8,1,17,13,9,5,3_1,3_17,3_13,3_9,3_5,1,1,0,1,1,19,18,22,22,21,1,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,2,9,1,17,13,9,5,3_1,3_17,3_13,3_9,3_5,1,1,0,1,1,19,18,22,22,21,1,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,2,10,1,17,13,9,5,3_1,3_17,3_13,3_9,3_5,1,1,0,1,1,19,18,22,22,21,1,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,3,2,1,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,21,21,21,21,20
3,DELIBERATION,080208R5,3,2,2,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,21,21,21,21,20
3,DELIBERATION,080208R5,3,2,3,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,21,21,21,21,20
3,DELIBERATION,080208R5,3,2,4,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,21,21,21,21,20
3,DELIBERATION,080208R5,3,2,5,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0,21,21,21,21,20
3,DELIBERATION,080208R5,3,2,6,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0.666666667,0.666666667,0.666666667,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0.5,0.5,21,21,21,20.5,20.5
3,DELIBERATION,080208R5,3,2,7,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0.25,0.25,0.25,0.25,21,20.75,20.75,20.75,20.75
3,DELIBERATION,080208R5,3,2,8,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,20,21,21,21,21
3,DELIBERATION,080208R5,3,2,9,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,20,21,21,21,21
3,DELIBERATION,080208R5,3,2,10,6,2,18,14,10,3_6,3_2,3_18,3_14,3_10,1,1,0,1,1,22,21,21,20,20,0,1,0,0,0,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,20,21,21,21,21
3,DELIBERATION,080208R5,4,2,1,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2
3,DELIBERATION,080208R5,4,2,2,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2
3,DELIBERATION,080208R5,4,2,3,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2
3,DELIBERATION,080208R5,4,2,4,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2
3,DELIBERATION,080208R5,4,2,5,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2
3,DELIBERATION,080208R5,4,2,6,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.25,0.25,0.25,0.25,1,0.75,0.75,0.75,0.75,0,0,0,0,0,1,21.25,21.25,21.25,21.25,21
3,DELIBERATION,080208R5,4,2,7,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.25,0.25,0.25,0.25,1,0.75,0.75,0.75,0.75,0,0,0,0,0,1,21.25,21.25,21.25,21.25,21
3,DELIBERATION,080208R5,4,2,8,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0.25,25,20.25,20.25,20.25,20.25
3,DELIBERATION,080208R5,4,2,9,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0.25,25,20.25,20.25,20.25,20.25
3,DELIBERATION,080208R5,4,2,10,11,7,3,19,15,3_11,3_7,3_3,3_19,3_15,0,1,0,1,0,20,18,22,21,25,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,21.2,21.2,21.2,21.2,21.2
3,DELIBERATION,080208R5,1,3,1,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.4,25.4,25.4,25.4,25.4
3,DELIBERATION,080208R5,1,3,2,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.4,25.4,25.4,25.4,25.4
3,DELIBERATION,080208R5,1,3,3,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.4,25.4,25.4,25.4,25.4
3,DELIBERATION,080208R5,1,3,4,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.4,25.4,25.4,25.4,25.4
3,DELIBERATION,080208R5,1,3,5,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.4,25.4,25.4,25.4,25.4
3,DELIBERATION,080208R5,1,3,6,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,1,1,1,0.5,0.5,0,0,0,0.5,0.5,22.33333333,22.33333333,22.33333333,30,30
3,DELIBERATION,080208R5,1,3,7,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,26.5,26.5,26.5,26.5,21
3,DELIBERATION,080208R5,1,3,8,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.333333333,0.333333333,0.333333333,1,1,0.666666667,0.666666667,0.666666667,0,0,0.333333333,0.333333333,0.333333333,22.5,22.5,27.33333333,27.33333333,27.33333333
3,DELIBERATION,080208R5,1,3,9,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.4,25.4,25.4,25.4,25.4
3,DELIBERATION,080208R5,1,3,10,11,2,13,4,15,3_11,3_2,3_13,3_4,3_15,0,1,0,0,0,20,21,22,39,25,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.2,0.2,0.2,0.2,25.4,25.4,25.4,25.4,25.4
3,DELIBERATION,080208R5,2,3,1,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,3,2,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,3,3,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,3,4,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,3,5,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,3,6,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.75,0.75,0.75,0.75,0,0.25,0.25,0.25,0.25,1,0.25,0.25,0.25,0.25,0,20.25,20.25,20.25,20.25,21
3,DELIBERATION,080208R5,2,3,7,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0.333333333,0.333333333,0.333333333,0,0,20.66666667,20.66666667,20.66666667,20,20
3,DELIBERATION,080208R5,2,3,8,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,3,9,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,2,3,10,16,7,18,9,20,3_16,3_7,3_18,3_9,3_20,0,1,0,1,1,19,18,21,22,22,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,20.4,20.4,20.4,20.4,20.4
3,DELIBERATION,080208R5,3,3,1,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,20.6,20.6,20.6,20.6,20.6
3,DELIBERATION,080208R5,3,3,2,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,20.6,20.6,20.6,20.6,20.6
3,DELIBERATION,080208R5,3,3,3,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,20.6,20.6,20.6,20.6,20.6
3,DELIBERATION,080208R5,3,3,4,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,20.6,20.6,20.6,20.6,20.6
3,DELIBERATION,080208R5,3,3,5,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,21,21,21,21,19
3,DELIBERATION,080208R5,3,3,6,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0.333333333,0.333333333,0.333333333,1,1,0.666666667,0.666666667,0.666666667,0,0,0.333333333,0.333333333,0.333333333,1,1,21,21,21,20,20
3,DELIBERATION,080208R5,3,3,7,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0.5,0.5,0.666666667,0.666666667,0.666666667,21.5,21.5,20,20,20
3,DELIBERATION,080208R5,3,3,8,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0.75,0.75,0.75,0.75,1,0.25,0.25,0.25,0.25,1,0.5,0.5,0.5,0.5,21,20.5,20.5,20.5,20.5
3,DELIBERATION,080208R5,3,3,9,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,20.6,20.6,20.6,20.6,20.6
3,DELIBERATION,080208R5,3,3,10,1,12,3,14,5,3_1,3_12,3_3,3_14,3_5,1,0,0,1,1,19,21,22,20,21,1,1,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,20.6,20.6,20.6,20.6,20.6
3,DELIBERATION,080208R5,4,3,1,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
3,DELIBERATION,080208R5,4,3,2,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
3,DELIBERATION,080208R5,4,3,3,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
3,DELIBERATION,080208R5,4,3,4,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
3,DELIBERATION,080208R5,4,3,5,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
3,DELIBERATION,080208R5,4,3,6,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,19,19,19,21,21
3,DELIBERATION,080208R5,4,3,7,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.25,18,20.25,20.25,20.25,20.25
3,DELIBERATION,080208R5,4,3,8,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
3,DELIBERATION,080208R5,4,3,9,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
3,DELIBERATION,080208R5,4,3,10,6,17,8,19,10,3_6,3_17,3_8,3_19,3_10,1,1,1,1,1,22,18,18,21,20,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,19.8,19.8,19.8,19.8,19.8
4,DELIBERATION,080215OC,1,1,1,1,2,3,4,5,4_1,4_2,4_3,4_4,4_5,0,0,1,0,1,,20,20,34,21,0,0,1,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,,,,,
4,DELIBERATION,080215OC,1,1,2,1,2,3,4,5,4_1,4_2,4_3,4_4,4_5,0,0,1,0,1,,20,20,34,21,0,0,1,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,,,,,
4,DELIBERATION,080215OC,1,1,3,1,2,3,4,5,4_1,4_2,4_3,4_4,4_5,0,0,1,0,1,,20,20,34,21,0,0,1,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,,,,,
4,DELIBERATION,080215OC,1,1,4,1,2,3,4,5,4_1,4_2,4_3,4_4,4_5,0,0,1,0,1,,20,20,34,21,0,0,1,0,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.2,0.2,0.2,,,,,
